Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Food Waste Sector,Units,2016,2017,2018,point,lat,lng
12,12.4,12.4.2,EN_HAZ_PCAP,"Hazardous waste generated, per capita (Kg)",368,Iraq,N/A,KG,0.52288,0.45891,0.54931,0.66235,33.223191,43.679291
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),372,Ireland,HHS,KG,,,,54.70002,53.41291,-8.24389
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),372,Ireland,OOHC,KG,,,,56.14645,53.41291,-8.24389
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),372,Ireland,RTL,KG,,,,12.81131,53.41291,-8.24389
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),376,Israel,HHS,KG,,,,99.58424,31.046051,34.851612
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),376,Israel,OOHC,KG,,,,27.43771,31.046051,34.851612
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),376,Israel,RTL,KG,,,,51.41187,31.046051,34.851612
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),380,Italy,HHS,KG,,,,67.04872,41.87194,12.56738
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),380,Italy,OOHC,KG,,,,25.57042,41.87194,12.56738
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),380,Italy,RTL,KG,,,,3.62595,41.87194,12.56738
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),384,Côte d'Ivoire,HHS,KG,,,,99.59109,7.539989,-5.54708
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),384,Côte d'Ivoire,OOHC,KG,,,,27.64802,7.539989,-5.54708
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),384,Côte d'Ivoire,RTL,KG,,,,15.6402,7.539989,-5.54708
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),388,Jamaica,HHS,KG,,,,72.43273,18.109581,-77.297508
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),388,Jamaica,OOHC,KG,,,,27.64829,18.109581,-77.297508
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),388,Jamaica,RTL,KG,,,,15.64035,18.109581,-77.297508
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),392,Japan,HHS,KG,,,,64.32187,36.204824,138.252924
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),392,Japan,OOHC,KG,,,,14.74642,36.204824,138.252924
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),392,Japan,RTL,KG,,,,8.63397,36.204824,138.252924
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),398,Kazakhstan,HHS,KG,,,,75.713,48.019573,66.923684
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),398,Kazakhstan,OOHC,KG,,,,27.64803,48.019573,66.923684
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),398,Kazakhstan,RTL,KG,,,,15.6402,48.019573,66.923684
12,12.4,12.4.2,EN_EWT_GENPCAP,"Electronic waste generated, per capita (Kg)",398,Kazakhstan,N/A,KG,0.04991,0.57128,0.21835,0.07115,48.019573,66.923684
12,12.4,12.4.2,EN_HAZ_PCAP,"Hazardous waste generated, per capita (Kg)",398,Kazakhstan,N/A,KG,8490.37833,7017.37514,8185.89211,9730.07318,48.019573,66.923684
